,productgroup,ingredient,strength,dosage,route,mdrunittype,weightedaverageamps,acaful,packagesize,ndc,arated,multipliergreaterthan175percento,year,month
864,1916,TAMOXIFEN CITRATE   ,20MG  ,TABLET,ORAL,TAB,0.372177,0.6513100000000001,30.0,93078256,Yes,N,2017,2
865,1915,TAMOXIFEN CITRATE   ,10MG  ,TABLET,ORAL,TAB,0.192125,0.336219,500.0,93078405,Yes,N,2017,2
866,1915,TAMOXIFEN CITRATE   ,10MG  ,TABLET,ORAL,TAB,0.192125,0.336219,60.0,93078406,Yes,N,2017,2
867,1915,TAMOXIFEN CITRATE   ,10MG  ,TABLET,ORAL,TAB,0.192125,0.336219,1000.0,93078410,Yes,N,2017,2
868,1915,TAMOXIFEN CITRATE   ,10MG  ,TABLET,ORAL,TAB,0.192125,0.336219,180.0,93078486,Yes,N,2017,2
869,134,ATENOLOL,25MG  ,TABLET,ORAL,TAB,0.031827999999999995,0.055699,100.0,93078701,Yes,N,2017,2
870,134,ATENOLOL,25MG  ,TABLET,ORAL,TAB,0.031827999999999995,0.055699,1000.0,93078710,Yes,N,2017,2
871,1154,NORTRIPTYLINE HYDROCHLORIDE     ,10MG  ,CAPSULE   ,ORAL,CAP,0.06555599999999999,0.114723,100.0,93081001,Yes,N,2017,2
872,1154,NORTRIPTYLINE HYDROCHLORIDE     ,10MG  ,CAPSULE   ,ORAL,CAP,0.06555599999999999,0.114723,500.0,93081005,Yes,N,2017,2
873,1156,NORTRIPTYLINE HYDROCHLORIDE     ,25MG  ,CAPSULE   ,ORAL,CAP,0.083886,0.146801,100.0,93081101,Yes,N,2017,2
874,1156,NORTRIPTYLINE HYDROCHLORIDE     ,25MG  ,CAPSULE   ,ORAL,CAP,0.083886,0.146801,500.0,93081105,Yes,N,2017,2
875,1157,NORTRIPTYLINE HYDROCHLORIDE     ,50MG  ,CAPSULE   ,ORAL,CAP,0.10868900000000001,0.190206,100.0,93081201,Yes,N,2017,2
876,1157,NORTRIPTYLINE HYDROCHLORIDE     ,50MG  ,CAPSULE   ,ORAL,CAP,0.10868900000000001,0.190206,500.0,93081205,Yes,N,2017,2
877,1158,NORTRIPTYLINE HYDROCHLORIDE     ,75MG  ,CAPSULE   ,ORAL,CAP,0.156104,0.27318200000000004,100.0,93081301,Yes,N,2017,2
878,1158,NORTRIPTYLINE HYDROCHLORIDE     ,75MG  ,CAPSULE   ,ORAL,CAP,0.156104,0.27318200000000004,500.0,93081305,Yes,N,2017,2
879,349,CLONAZEPAM  ,0.5MG ,TABLET,ORAL,TAB,0.017488,0.030604000000000003,100.0,93083201,Yes,N,2017,2
880,349,CLONAZEPAM  ,0.5MG ,TABLET,ORAL,TAB,0.017488,0.030604000000000003,500.0,93083205,Yes,N,2017,2
881,349,CLONAZEPAM  ,0.5MG ,TABLET,ORAL,TAB,0.017488,0.030604000000000003,1000.0,93083210,Yes,N,2017,2
882,350,CLONAZEPAM  ,1MG   ,TABLET,ORAL,TAB,0.023451,0.041039,100.0,93083301,Yes,N,2017,2
883,350,CLONAZEPAM  ,1MG   ,TABLET,ORAL,TAB,0.023451,0.041039,500.0,93083305,Yes,N,2017,2
884,350,CLONAZEPAM  ,1MG   ,TABLET,ORAL,TAB,0.023451,0.041039,1000.0,93083310,Yes,N,2017,2
885,351,CLONAZEPAM  ,2MG   ,TABLET,ORAL,TAB,0.032066000000000004,0.056116,100.0,93083401,Yes,N,2017,2
886,351,CLONAZEPAM  ,2MG   ,TABLET,ORAL,TAB,0.032066000000000004,0.056116,500.0,93083405,Yes,N,2017,2
887,658,ETODOLAC,400MG ,TABLET,ORAL,TAB,0.281752,0.65989,100.0,93089201,Yes,Y,2017,2
888,1659,OXAPROZIN   ,600MG ,TABLET,ORAL,TAB,0.680625,1.81837,100.0,93092401,Yes,Y,2017,2
889,1659,OXAPROZIN   ,600MG ,TABLET,ORAL,TAB,0.680625,1.81837,500.0,93092405,Yes,Y,2017,2
890,1772,LOVASTATIN  ,10MG  ,TABLET,ORAL,TAB,0.018668,0.06277,60.0,93092606,Yes,Y,2017,2
891,1772,LOVASTATIN  ,10MG  ,TABLET,ORAL,TAB,0.018668,0.06277,1000.0,93092610,Yes,Y,2017,2
892,1774,LOVASTATIN  ,40MG  ,TABLET,ORAL,TAB,0.027749,0.07606,60.0,93092806,Yes,Y,2017,2
893,1774,LOVASTATIN  ,40MG  ,TABLET,ORAL,TAB,0.027749,0.07606,1000.0,93092810,Yes,Y,2017,2
894,494,DICLOFENAC POTASSIUM,50MG  ,TABLET,ORAL,TAB,0.21288,0.47573000000000004,100.0,93094801,Yes,Y,2017,2
895,494,DICLOFENAC POTASSIUM,50MG  ,TABLET,ORAL,TAB,0.21288,0.47573000000000004,500.0,93094805,Yes,Y,2017,2
896,1165,NYSTATIN,500000U   ,TABLET,ORAL,TAB,0.295261,0.6248,100.0,93098301,Yes,Y,2017,2
897,1707,BUSPIRONE HYDROCHLORIDE ,15MG  ,TABLET,ORAL,TAB,0.036569,0.08292999999999999,100.0,93100301,Yes,Y,2017,2
898,1707,BUSPIRONE HYDROCHLORIDE ,15MG  ,TABLET,ORAL,TAB,0.036569,0.08292999999999999,500.0,93100305,Yes,Y,2017,2
899,1902,MUPIROCIN   ,2%    ,OINTMENT  ,TOPICAL ,GM ,0.11993699999999999,0.2498,22.0,93101042,Yes,Y,2017,2
900,1653,NABUMETONE  ,500MG ,TABLET,ORAL,TAB,0.109274,0.19122999999999998,100.0,93101501,Yes,N,2017,2
901,1653,NABUMETONE  ,500MG ,TABLET,ORAL,TAB,0.109274,0.19122999999999998,1000.0,93101510,Yes,N,2017,2
902,1654,NABUMETONE  ,750MG ,TABLET,ORAL,TAB,0.12343499999999999,0.216011,100.0,93101601,Yes,N,2017,2
903,1654,NABUMETONE  ,750MG ,TABLET,ORAL,TAB,0.12343499999999999,0.216011,1000.0,93101610,Yes,N,2017,2
904,1610,DICLOFENAC SODIUM   ,100MG ,"TABLET, EXTENDED RELEASE      ",ORAL,TAB,0.12268599999999999,0.30225,100.0,93104101,Yes,Y,2017,2
905,1779,METFORMIN HYDROCHLORIDE ,500MG ,TABLET,ORAL,TAB,0.012354,0.02162,100.0,93104801,Yes,N,2017,2
906,1779,METFORMIN HYDROCHLORIDE ,500MG ,TABLET,ORAL,TAB,0.012354,0.02162,1000.0,93104810,Yes,N,2017,2
907,1779,METFORMIN HYDROCHLORIDE ,500MG ,TABLET,ORAL,TAB,0.012354,0.02162,90.0,93104898,Yes,N,2017,2
908,1782,METFORMIN HYDROCHLORIDE ,850MG ,TABLET,ORAL,TAB,0.02051,0.035893,100.0,93104901,Yes,N,2017,2
909,1782,METFORMIN HYDROCHLORIDE ,850MG ,TABLET,ORAL,TAB,0.02051,0.035893,1000.0,93104910,Yes,N,2017,2
910,1782,METFORMIN HYDROCHLORIDE ,850MG ,TABLET,ORAL,TAB,0.02051,0.035893,90.0,93104998,Yes,N,2017,2
911,2283,CEFPROZIL   ,250MG ,TABLET,ORAL,TAB,0.629301,1.101277,100.0,93107701,Yes,N,2017,2
912,2281,CEFPROZIL   ,500MG ,TABLET,ORAL,TAB,0.598113,1.36202,50.0,93107853,Yes,Y,2017,2
913,1632,ETODOLAC,600MG ,"TABLET, EXTENDED RELEASE      ",ORAL,TAB,0.8937940000000001,2.09022,100.0,93111801,Yes,Y,2017,2
914,3319,ETODOLAC,400 MG,TAB ER 24H,ORAL,TAB,0.566921,1.8433099999999998,100.0,93112201,Yes,Y,2017,2
915,9529,ACITRETIN   ,10MG  ,CAPSULE   ,ORAL,CAP,10.173974000000001,17.804454999999997,30.0,93113556,Yes,N,2017,2
916,9532,ACITRETIN   ,25MG  ,CAPSULE   ,ORAL,CAP,11.287091,19.752409,30.0,93113656,Yes,N,2017,2
917,1205,PENICILLIN V POTASSIUM  ,250MG ,TABLET,ORAL,TAB,0.029164,0.1147,100.0,93117201,Yes,Y,2017,2
918,1205,PENICILLIN V POTASSIUM  ,250MG ,TABLET,ORAL,TAB,0.029164,0.1147,1000.0,93117210,Yes,Y,2017,2
919,1207,PENICILLIN V POTASSIUM  ,500MG ,TABLET,ORAL,TAB,0.031792,0.17324,100.0,93117401,Yes,Y,2017,2
920,1207,PENICILLIN V POTASSIUM  ,500MG ,TABLET,ORAL,TAB,0.031792,0.17324,1000.0,93117410,Yes,Y,2017,2
921,2379,NEOMYCIN SULFATE    ,500MG ,TABLET,ORAL,TAB,0.39050100000000004,0.7176100000000001,100.0,93117701,Yes,Y,2017,2
922,1540,WARFARIN SODIUM     ,1MG   ,TABLET,ORAL,TAB,0.11639000000000001,0.203683,100.0,93171201,Yes,N,2017,2
923,1540,WARFARIN SODIUM     ,1MG   ,TABLET,ORAL,TAB,0.11639000000000001,0.203683,1000.0,93171210,Yes,N,2017,2
924,1543,WARFARIN SODIUM     ,2MG   ,TABLET,ORAL,TAB,0.115337,0.20184000000000002,100.0,93171301,Yes,N,2017,2
925,1543,WARFARIN SODIUM     ,2MG   ,TABLET,ORAL,TAB,0.115337,0.20184000000000002,1000.0,93171310,Yes,N,2017,2
926,1542,WARFARIN SODIUM     ,2.5MG ,TABLET,ORAL,TAB,0.114553,0.200468,100.0,93171401,Yes,N,2017,2
927,1542,WARFARIN SODIUM     ,2.5MG ,TABLET,ORAL,TAB,0.114553,0.200468,1000.0,93171410,Yes,N,2017,2
928,1544,WARFARIN SODIUM     ,3MG   ,TABLET,ORAL,TAB,0.106993,0.18723800000000002,100.0,93171501,Yes,N,2017,2
929,1545,WARFARIN SODIUM     ,4MG   ,TABLET,ORAL,TAB,0.11518800000000001,0.201579,100.0,93171601,Yes,N,2017,2
930,1545,WARFARIN SODIUM     ,4MG   ,TABLET,ORAL,TAB,0.11518800000000001,0.201579,1000.0,93171610,Yes,N,2017,2
931,1547,WARFARIN SODIUM     ,6MG   ,TABLET,ORAL,TAB,0.132339,0.231593,100.0,93171801,Yes,N,2017,2
932,1548,WARFARIN SODIUM     ,7.5MG ,TABLET,ORAL,TAB,0.17439000000000002,0.305183,100.0,93171901,Yes,N,2017,2
933,1541,WARFARIN SODIUM     ,10MG  ,TABLET,ORAL,TAB,0.174343,0.3051,100.0,93172001,Yes,N,2017,2
934,1546,WARFARIN SODIUM     ,5MG   ,TABLET,ORAL,TAB,0.128874,0.22553,100.0,93172101,Yes,N,2017,2
935,1546,WARFARIN SODIUM     ,5MG   ,TABLET,ORAL,TAB,0.128874,0.22553,1000.0,93172110,Yes,N,2017,2
936,659,ETODOLAC,500MG ,TABLET,ORAL,TAB,0.35073899999999997,0.7048399999999999,100.0,93189301,Yes,Y,2017,2
937,2277,AZITHROMYCIN,100MG/5ML ,SUSPENSION,ORAL,ML ,0.374193,0.9227299999999999,15.0,93202723,Yes,Y,2017,2
938,8871,PIOGLITAZONE HYDROCHLORIDE,45MG  ,TABLET,ORAL,TAB,0.13786199999999998,0.241259,500.0,93204605,Yes,N,2017,2
939,8871,PIOGLITAZONE HYDROCHLORIDE,45MG  ,TABLET,ORAL,TAB,0.13786199999999998,0.241259,30.0,93204656,Yes,N,2017,2
940,8871,PIOGLITAZONE HYDROCHLORIDE,45MG  ,TABLET,ORAL,TAB,0.13786199999999998,0.241259,90.0,93204698,Yes,N,2017,2
941,8870,PIOGLITAZONE HYDROCHLORIDE,30MG  ,TABLET,ORAL,TAB,0.122457,0.2143,500.0,93204705,Yes,N,2017,2
942,8870,PIOGLITAZONE HYDROCHLORIDE,30MG  ,TABLET,ORAL,TAB,0.122457,0.2143,30.0,93204756,Yes,N,2017,2
943,8870,PIOGLITAZONE HYDROCHLORIDE,30MG  ,TABLET,ORAL,TAB,0.122457,0.2143,90.0,93204798,Yes,N,2017,2
944,8869,PIOGLITAZONE HYDROCHLORIDE,15MG  ,TABLET,ORAL,TAB,0.064721,0.13022999999999998,500.0,93204805,Yes,Y,2017,2
945,8869,PIOGLITAZONE HYDROCHLORIDE,15MG  ,TABLET,ORAL,TAB,0.064721,0.13022999999999998,30.0,93204856,Yes,Y,2017,2
946,8869,PIOGLITAZONE HYDROCHLORIDE,15MG  ,TABLET,ORAL,TAB,0.064721,0.13022999999999998,90.0,93204898,Yes,Y,2017,2
947,3930,TOLTERODINE TARTRATE,4 MG  ,CAP ER 24H,ORAL,CAP,1.0200930000000001,3.36584,500.0,93204905,Yes,Y,2017,2
948,3930,TOLTERODINE TARTRATE,4 MG  ,CAP ER 24H,ORAL,CAP,1.0200930000000001,3.36584,30.0,93204956,Yes,Y,2017,2
949,3930,TOLTERODINE TARTRATE,4 MG  ,CAP ER 24H,ORAL,CAP,1.0200930000000001,3.36584,90.0,93204998,Yes,Y,2017,2
950,3931,TOLTERODINE TARTRATE,2 MG  ,CAP ER 24H,ORAL,CAP,1.93002,3.99885,500.0,93205005,Yes,Y,2017,2
951,3931,TOLTERODINE TARTRATE,2 MG  ,CAP ER 24H,ORAL,CAP,1.93002,3.99885,30.0,93205056,Yes,Y,2017,2
952,3931,TOLTERODINE TARTRATE,2 MG  ,CAP ER 24H,ORAL,CAP,1.93002,3.99885,90.0,93205098,Yes,Y,2017,2
953,8936,TOLTERODINE TARTRATE,2MG   ,TABLET,ORAL,TAB,0.49809799999999993,1.21551,500.0,93205505,Yes,Y,2017,2
954,8936,TOLTERODINE TARTRATE,2MG   ,TABLET,ORAL,TAB,0.49809799999999993,1.21551,60.0,93205506,Yes,Y,2017,2
955,8935,TOLTERODINE TARTRATE,1MG   ,TABLET,ORAL,TAB,0.48602399999999996,1.2073,500.0,93205605,Yes,Y,2017,2
956,8935,TOLTERODINE TARTRATE,1MG   ,TABLET,ORAL,TAB,0.48602399999999996,1.2073,60.0,93205606,Yes,Y,2017,2
957,3388,NIFEDIPINE  ,30 MG ,TABLET ER ,ORAL,TAB,0.14496900000000001,0.32771,100.0,93205701,Yes,Y,2017,2
958,3388,NIFEDIPINE  ,30 MG ,TABLET ER ,ORAL,TAB,0.14496900000000001,0.32771,300.0,93205755,Yes,Y,2017,2
959,3389,NIFEDIPINE  ,60 MG ,TABLET ER ,ORAL,TAB,0.25560700000000003,0.52852,100.0,93205801,Yes,Y,2017,2
960,3389,NIFEDIPINE  ,60 MG ,TABLET ER ,ORAL,TAB,0.25560700000000003,0.52852,300.0,93205855,Yes,Y,2017,2
961,2561,NIFEDIPINE  ,90MG  ,"TABLET, EXTENDED RELEASE      ",ORAL,TAB,0.529788,0.9271290000000001,100.0,93205901,Yes,N,2017,2
962,2176,FENOFIBRATE ,145MG ,TABLET,ORAL,TAB,0.383036,0.670313,90.0,93206098,Yes,N,2017,2
963,7711,FENOFIBRATE NANOCRYSTALLIZED    ,48 MG ,TABLET,ORAL,TAB,0.556653,0.974143,90.0,93206198,Yes,N,2017,2
964,8579,QUETIAPINE FUMARATE ,25MG  ,TABLET,ORAL,TAB,0.041185,0.07771,100.0,93206301,Yes,Y,2017,2
965,8579,QUETIAPINE FUMARATE ,25MG  ,TABLET,ORAL,TAB,0.041185,0.07771,1000.0,93206310,Yes,Y,2017,2
966,2073,CILOSTAZOL  ,100MG ,TABLET,ORAL,TAB,0.064079,0.12868,60.0,93206406,Yes,Y,2017,2
967,2073,CILOSTAZOL  ,100MG ,TABLET,ORAL,TAB,0.064079,0.12868,5000.0,93206450,Yes,Y,2017,2
968,2074,CILOSTAZOL  ,50MG  ,TABLET,ORAL,TAB,0.067767,0.12611,60.0,93206506,Yes,Y,2017,2
969,1616,DOXAZOSIN MESYLATE  ,8MG   ,TABLET,ORAL,TAB,0.10383699999999998,0.37438,100.0,93206701,Yes,Y,2017,2
970,1615,DOXAZOSIN MESYLATE  ,4MG   ,TABLET,ORAL,TAB,0.112344,0.34328000000000003,100.0,93206801,Yes,Y,2017,2
971,1614,DOXAZOSIN MESYLATE  ,2MG   ,TABLET,ORAL,TAB,0.092034,0.31516,100.0,93206901,Yes,Y,2017,2
972,1613,DOXAZOSIN MESYLATE  ,1MG   ,TABLET,ORAL,TAB,0.10700899999999999,0.35636999999999996,100.0,93207001,Yes,Y,2017,2
973,1222,PHENTERMINE HYDROCHLORIDE ,30MG  ,CAPSULE   ,ORAL,CAP,0.203188,0.355579,100.0,93210901,Yes,N,2017,2
974,1221,PHENTERMINE HYDROCHLORIDE ,15MG  ,CAPSULE   ,ORAL,CAP,0.345057,0.60385,100.0,93211001,Yes,N,2017,2
975,1140,"NITROFURANTOIN, MACROCRYSTALLINE",50MG  ,CAPSULE   ,ORAL,CAP,0.173534,0.63849,100.0,93213001,Yes,Y,2017,2
976,1140,"NITROFURANTOIN, MACROCRYSTALLINE",50MG  ,CAPSULE   ,ORAL,CAP,0.173534,0.63849,1000.0,93213010,Yes,Y,2017,2
977,1138,"NITROFURANTOIN, MACROCRYSTALLINE",100MG ,CAPSULE   ,ORAL,CAP,0.323733,1.04177,100.0,93213101,Yes,Y,2017,2
978,1138,"NITROFURANTOIN, MACROCRYSTALLINE",100MG ,CAPSULE   ,ORAL,CAP,0.323733,1.04177,1000.0,93213110,Yes,Y,2017,2
979,4541,NORGESTIMATE-ETHINYL ESTRADIOL  ,7DAYSX3 LO,TABLET,ORAL,TAB,0.43735100000000005,0.765364,28.0,93214028,Yes,N,2017,2
980,4541,NORGESTIMATE-ETHINYL ESTRADIOL  ,7DAYSX3 LO,TABLET,ORAL,TAB,0.43735100000000005,0.765364,28.0,93214062,Yes,N,2017,2
981,1507,TRIMETHOPRIM,100MG ,TABLET,ORAL,TAB,0.151428,0.264999,100.0,93215801,Yes,N,2017,2
982,1062,METOCLOPRAMIDE HYDROCHLORIDE    ,10MG  ,TABLET,ORAL,TAB,0.020305,0.04212,100.0,93220301,Yes,Y,2017,2
983,1062,METOCLOPRAMIDE HYDROCHLORIDE    ,10MG  ,TABLET,ORAL,TAB,0.020305,0.04212,500.0,93220305,Yes,Y,2017,2
984,1062,METOCLOPRAMIDE HYDROCHLORIDE    ,10MG  ,TABLET,ORAL,TAB,0.020305,0.04212,1000.0,93220310,Yes,Y,2017,2
985,1063,METOCLOPRAMIDE HYDROCHLORIDE    ,5MG   ,TABLET,ORAL,TAB,0.019399,0.04485,100.0,93220401,Yes,Y,2017,2
986,1063,METOCLOPRAMIDE HYDROCHLORIDE    ,5MG   ,TABLET,ORAL,TAB,0.019399,0.04485,500.0,93220405,Yes,Y,2017,2
987,1372,SUCRALFATE  ,1GM   ,TABLET,ORAL,TAB,0.081078,0.2002,100.0,93221001,Yes,Y,2017,2
988,1372,SUCRALFATE  ,1GM   ,TABLET,ORAL,TAB,0.081078,0.2002,500.0,93221005,Yes,Y,2017,2
989,1372,SUCRALFATE  ,1GM   ,TABLET,ORAL,TAB,0.081078,0.2002,90.0,93221098,Yes,Y,2017,2
990,1563,AMOXICILLIN ,500MG ,TABLET,ORAL,TAB,0.07897699999999999,0.26607,100.0,93226301,Yes,Y,2017,2
991,1564,AMOXICILLIN ,875MG ,TABLET,ORAL,TAB,0.061328,0.13887,100.0,93226401,Yes,Y,2017,2
992,1995,AMOXICILLIN; CLAVULANIC ACID    ,500MG; 125MG,TABLET,ORAL,TAB,0.262463,0.45931000000000005,20.0,93227434,Yes,N,2017,2
993,1696,AMOXICILLIN; CLAVULANIC ACID    ,875MG; 125MG,TABLET,ORAL,TAB,0.32351599999999997,0.566153,20.0,93227534,Yes,N,2017,2
994,395,CYPROHEPTADINE HYDROCHLORIDE    ,4MG   ,TABLET,ORAL,TAB,0.192129,0.44406999999999996,100.0,93292901,Yes,Y,2017,2
995,395,CYPROHEPTADINE HYDROCHLORIDE    ,4MG   ,TABLET,ORAL,TAB,0.192129,0.44406999999999996,1000.0,93292910,Yes,Y,2017,2
996,1039,METHYLDOPA  ,250MG ,TABLET,ORAL,TAB,0.058290999999999996,0.102009,100.0,93293101,Yes,N,2017,2
997,1039,METHYLDOPA  ,250MG ,TABLET,ORAL,TAB,0.058290999999999996,0.102009,1000.0,93293110,Yes,N,2017,2
998,8934,QUININE SULFATE     ,324MG ,CAPSULE   ,ORAL,CAP,0.5589,3.77136,30.0,93300256,Yes,Y,2017,2
999,1528,VERAPAMIL HYDROCHLORIDE ,120MG ,"TABLET, EXTENDED RELEASE      ",ORAL,TAB,0.178548,0.31245900000000004,100.0,93304301,Yes,N,2017,2
1000,1530,VERAPAMIL HYDROCHLORIDE ,180MG ,"TABLET, EXTENDED RELEASE      ",ORAL,TAB,0.101901,0.17832699999999999,100.0,93304401,Yes,N,2017,2
1001,1530,VERAPAMIL HYDROCHLORIDE ,180MG ,"TABLET, EXTENDED RELEASE      ",ORAL,TAB,0.101901,0.17832699999999999,500.0,93304405,Yes,N,2017,2
1002,1533,VERAPAMIL HYDROCHLORIDE ,240MG ,"TABLET, EXTENDED RELEASE      ",ORAL,TAB,0.11711099999999999,0.20494400000000002,100.0,93304501,Yes,N,2017,2
1003,1533,VERAPAMIL HYDROCHLORIDE ,240MG ,"TABLET, EXTENDED RELEASE      ",ORAL,TAB,0.11711099999999999,0.20494400000000002,500.0,93304505,Yes,N,2017,2
1004,2659,RISEDRONATE SODIUM  ,35MG  ,TABLET,ORAL,TAB,0.9068700000000001,13.21386,12.0,93309829,Yes,Y,2017,2
1005,2659,RISEDRONATE SODIUM  ,35MG  ,TABLET,ORAL,TAB,0.9068700000000001,13.21386,4.0,93309844,Yes,Y,2017,2
1006,102,AMOXICILLIN ,250MG ,CAPSULE   ,ORAL,CAP,0.032982,0.07967,100.0,93310701,Yes,Y,2017,2
1007,102,AMOXICILLIN ,250MG ,CAPSULE   ,ORAL,CAP,0.032982,0.07967,500.0,93310705,Yes,Y,2017,2
1008,106,AMOXICILLIN ,500MG ,CAPSULE   ,ORAL,CAP,0.039284,0.07014,500.0,93310905,Yes,Y,2017,2
1009,106,AMOXICILLIN ,500MG ,CAPSULE   ,ORAL,CAP,0.039284,0.07014,50.0,93310953,Yes,Y,2017,2
1010,7464,NORETHIND AC/ETHINYL ESTRADIOL  ,1MG-5MCG  ,TABLET,ORAL,TAB,0.908199,2.1409700000000003,28.0,93312228,Yes,Y,2017,2
1011,7464,NORETHIND AC/ETHINYL ESTRADIOL  ,1MG-5MCG  ,TABLET,ORAL,TAB,0.908199,2.1409700000000003,28.0,93312242,Yes,Y,2017,2
1012,7464,NORETHIND AC/ETHINYL ESTRADIOL  ,1MG-5MCG  ,TABLET,ORAL,TAB,0.908199,2.1409700000000003,90.0,93312298,Yes,Y,2017,2
1013,536,DISOPYRAMIDE PHOSPHATE  ,100MG ,CAPSULE   ,ORAL,CAP,0.506062,1.28744,100.0,93312701,Yes,Y,2017,2
1014,5639,L-NORGEST-ETH ESTR/ETHIN ESTRA  ,150-30(84),TBDSPK 3MO,ORAL,TAB,0.687158,1.6441,91.0,93313482,Yes,Y,2017,2
1015,5639,L-NORGEST-ETH ESTR/ETHIN ESTRA  ,150-30(84),TBDSPK 3MO,ORAL,TAB,0.687158,1.6441,91.0,93313491,Yes,Y,2017,2
1016,269,CEPHALEXIN  ,250MG ,CAPSULE   ,ORAL,CAP,0.032471,0.0825,100.0,93314501,Yes,Y,2017,2
1017,269,CEPHALEXIN  ,250MG ,CAPSULE   ,ORAL,CAP,0.032471,0.0825,500.0,93314505,Yes,Y,2017,2
1018,272,CEPHALEXIN  ,500MG ,CAPSULE   ,ORAL,CAP,0.044078,0.08857999999999999,100.0,93314701,Yes,Y,2017,2
1019,272,CEPHALEXIN  ,500MG ,CAPSULE   ,ORAL,CAP,0.044078,0.08857999999999999,500.0,93314705,Yes,Y,2017,2
1020,2339,CEFDINIR,300MG ,CAPSULE   ,ORAL,CAP,0.355044,1.0170700000000001,60.0,93316006,Yes,Y,2017,2
1021,1077,MINOCYCLINE HYDROCHLORIDE ,50MG  ,CAPSULE   ,ORAL,CAP,0.120325,0.210569,100.0,93316501,Yes,N,2017,2
1022,1076,MINOCYCLINE HYDROCHLORIDE ,100MG ,CAPSULE   ,ORAL,CAP,0.181472,0.34319,50.0,93316753,Yes,Y,2017,2
1023,250,CEFADROXIL/CEFADROXIL HEMIHYDRATE   ,500MG ,CAPSULE   ,ORAL,CAP,0.124944,0.25961,100.0,93319601,Yes,Y,2017,2
1024,250,CEFADROXIL/CEFADROXIL HEMIHYDRATE   ,500MG ,CAPSULE   ,ORAL,CAP,0.124944,0.25961,50.0,93319653,Yes,Y,2017,2
1025,2462,INDOMETHACIN,25MG  ,CAPSULE   ,ORAL,CAP,0.062563,0.11690999999999999,100.0,93402901,Yes,Y,2017,2
1026,2462,INDOMETHACIN,25MG  ,CAPSULE   ,ORAL,CAP,0.062563,0.11690999999999999,1000.0,93402910,Yes,Y,2017,2
1027,860,INDOMETHACIN,50MG  ,CAPSULE   ,ORAL,CAP,0.076797,0.13439500000000001,100.0,93403001,Yes,N,2017,2
1028,860,INDOMETHACIN,50MG  ,CAPSULE   ,ORAL,CAP,0.076797,0.13439500000000001,500.0,93403005,Yes,N,2017,2
1029,1258,PRAZOSIN HYDROCHLORIDE  ,1MG   ,CAPSULE   ,ORAL,CAP,0.21613400000000002,0.42277,100.0,93406701,Yes,Y,2017,2
1030,1258,PRAZOSIN HYDROCHLORIDE  ,1MG   ,CAPSULE   ,ORAL,CAP,0.21613400000000002,0.42277,1000.0,93406710,Yes,Y,2017,2
1031,1259,PRAZOSIN HYDROCHLORIDE  ,2MG   ,CAPSULE   ,ORAL,CAP,0.287298,0.6772600000000001,100.0,93406801,Yes,Y,2017,2
1032,1259,PRAZOSIN HYDROCHLORIDE  ,2MG   ,CAPSULE   ,ORAL,CAP,0.287298,0.6772600000000001,1000.0,93406810,Yes,Y,2017,2
1033,1260,PRAZOSIN HYDROCHLORIDE  ,5MG   ,CAPSULE   ,ORAL,CAP,0.328439,1.09255,100.0,93406901,Yes,Y,2017,2
1034,1260,PRAZOSIN HYDROCHLORIDE  ,5MG   ,CAPSULE   ,ORAL,CAP,0.328439,1.09255,500.0,93406905,Yes,Y,2017,2
1035,1260,PRAZOSIN HYDROCHLORIDE  ,5MG   ,CAPSULE   ,ORAL,CAP,0.328439,1.09255,250.0,93406952,Yes,Y,2017,2
1036,1091,NADOLOL ,20MG  ,TABLET,ORAL,TAB,0.6399600000000001,1.7175599999999998,100.0,93423501,Yes,Y,2017,2
1037,1092,NADOLOL ,40MG  ,TABLET,ORAL,TAB,0.857817,2.08386,100.0,93423601,Yes,Y,2017,2
1038,1093,NADOLOL ,80MG  ,TABLET,ORAL,TAB,1.154414,2.94571,100.0,93423701,Yes,Y,2017,2
1039,1751,FLUOXETINE HYDROCHLORIDE,40MG  ,CAPSULE   ,ORAL,CAP,0.46142799999999995,0.807499,30.0,93434656,Yes,N,2017,2
1040,366,CLOZAPINE   ,25MG  ,TABLET,ORAL,TAB,0.304897,0.53357,100.0,93435901,Yes,N,2017,2
1041,366,CLOZAPINE   ,25MG  ,TABLET,ORAL,TAB,0.304897,0.53357,500.0,93435905,Yes,N,2017,2
1042,366,CLOZAPINE   ,25MG  ,TABLET,ORAL,TAB,0.304897,0.53357,1.0,93435919,Yes,N,2017,2
1043,366,CLOZAPINE   ,25MG  ,TABLET,ORAL,TAB,0.304897,0.53357,100.0,93435993,Yes,N,2017,2
1044,2262,CLOZAPINE   ,50MG  ,TABLET,ORAL,TAB,0.311106,0.82247,100.0,93440401,Yes,Y,2017,2
1045,2262,CLOZAPINE   ,50MG  ,TABLET,ORAL,TAB,0.311106,0.82247,500.0,93440405,Yes,Y,2017,2
1046,2262,CLOZAPINE   ,50MG  ,TABLET,ORAL,TAB,0.311106,0.82247,1.0,93440419,Yes,Y,2017,2
1047,2262,CLOZAPINE   ,50MG  ,TABLET,ORAL,TAB,0.311106,0.82247,100.0,93440493,Yes,Y,2017,2
1048,6421,CLOZAPINE   ,200MG ,TABLET,ORAL,TAB,1.314183,2.29982,100.0,93440501,Yes,N,2017,2
